id,Search Terms
ENST00000498492,ENST00000498492[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000355485,ENST00000355485[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367429,ENST00000367429[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000467148,ENST00000467148[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000342435,ENST00000342435[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000329492,ENST00000329492[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263650,ENST00000263650[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000695737,ENST00000695737[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372310,ENST00000372310[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000329582,ENST00000329582[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000238651,ENST00000238651[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000257626,ENST00000257626[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000449048,ENST00000449048[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000248598,ENST00000248598[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000329293,ENST00000329293[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262031,ENST00000262031[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369367,ENST00000369367[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000424878,ENST00000424878[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000261854,ENST00000261854[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000252818,ENST00000252818[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000242351,ENST00000242351[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373960,ENST00000373960[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000423313,ENST00000423313[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000255006,ENST00000255006[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380283,ENST00000380283[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000340368,ENST00000340368[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000616316,ENST00000616316[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000308807,ENST00000308807[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000252229,ENST00000252229[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000409308,ENST00000409308[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000596643,ENST00000596643[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000326577,ENST00000326577[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000439617,ENST00000439617[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000307662,ENST00000307662[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000301180,ENST00000301180[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394752,ENST00000394752[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392062,ENST00000392062[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000232424,ENST00000232424[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216797,ENST00000216797[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000072644,ENST00000072644[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000375249,ENST00000375249[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361309,ENST00000361309[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000482016,ENST00000482016[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000336126,ENST00000336126[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000452400,ENST00000452400[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000405912,ENST00000405912[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367821,ENST00000367821[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000259512,ENST00000259512[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394500,ENST00000394500[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394636,ENST00000394636[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376590,ENST00000376590[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000397167,ENST00000397167[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000308394,ENST00000308394[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000303921,ENST00000303921[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369774,ENST00000369774[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000239690,ENST00000239690[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000304743,ENST00000304743[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453744,ENST00000453744[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000438447,ENST00000438447[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000471258,ENST00000471258[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000221922,ENST00000221922[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263035,ENST00000263035[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000289707,ENST00000289707[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262424,ENST00000262424[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380338,ENST00000380338[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337706,ENST00000337706[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000239223,ENST00000239223[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354655,ENST00000354655[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000317091,ENST00000317091[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306645,ENST00000306645[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000281282,ENST00000281282[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000223293,ENST00000223293[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000693505,ENST00000693505[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358752,ENST00000358752[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000610179,ENST00000610179[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264832,ENST00000264832[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000457354,ENST00000457354[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000564288,ENST00000564288[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000396556,ENST00000396556[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000355710,ENST00000355710[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000230085,ENST00000230085[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000318010,ENST00000318010[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000359864,ENST00000359864[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000608933,ENST00000608933[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264932,ENST00000264932[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000521688,ENST00000521688[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000582566,ENST00000582566[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000397990,ENST00000397990[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000302763,ENST00000302763[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000321599,ENST00000321599[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000349129,ENST00000349129[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000298295,ENST00000298295[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000330070,ENST00000330070[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000272519,ENST00000272519[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000323670,ENST00000323670[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000238609,ENST00000238609[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000322244,ENST00000322244[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341517,ENST00000341517[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000220325,ENST00000220325[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372829,ENST00000372829[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000237858,ENST00000237858[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000234827,ENST00000234827[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000231368,ENST00000231368[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000247815,ENST00000247815[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000544440,ENST00000544440[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367139,ENST00000367139[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000303657,ENST00000303657[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000297313,ENST00000297313[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000454349,ENST00000454349[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367204,ENST00000367204[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000525031,ENST00000525031[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000259008,ENST00000259008[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000376692,ENST00000376692[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000261643,ENST00000261643[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000564211,ENST00000564211[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354764,ENST00000354764[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000338560,ENST00000338560[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000474879,ENST00000474879[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216455,ENST00000216455[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000608792,ENST00000608792[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264344,ENST00000264344[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000407775,ENST00000407775[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000244204,ENST00000244204[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000243347,ENST00000243347[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000382040,ENST00000382040[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356955,ENST00000356955[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379406,ENST00000379406[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000647956,ENST00000647956[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000686636,ENST00000686636[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000482677,ENST00000482677[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378747,ENST00000378747[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000285071,ENST00000285071[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000276708,ENST00000276708[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000451882,ENST00000451882[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000558441,ENST00000558441[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000299001,ENST00000299001[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000305747,ENST00000305747[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000393892,ENST00000393892[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000332839,ENST00000332839[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262848,ENST00000262848[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216274,ENST00000216274[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381031,ENST00000381031[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000402687,ENST00000402687[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000589666,ENST00000589666[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000313726,ENST00000313726[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000443439,ENST00000443439[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000355994,ENST00000355994[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000317045,ENST00000317045[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000223215,ENST00000223215[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000260743,ENST00000260743[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000618457,ENST00000618457[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000423777,ENST00000423777[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000254816,ENST00000254816[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370238,ENST00000370238[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000597629,ENST00000597629[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000300134,ENST00000300134[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000421314,ENST00000421314[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361368,ENST00000361368[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000272928,ENST00000272928[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000218104,ENST00000218104[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000353172,ENST00000353172[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000281455,ENST00000281455[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000563315,ENST00000563315[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000407780,ENST00000407780[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000253048,ENST00000253048[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000680483,ENST00000680483[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000649141,ENST00000649141[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000267328,ENST00000267328[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367506,ENST00000367506[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000398532,ENST00000398532[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000330794,ENST00000330794[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682384,ENST00000682384[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000297508,ENST00000297508[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000176763,ENST00000176763[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000299413,ENST00000299413[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000425449,ENST00000425449[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000415237,ENST00000415237[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000398598,ENST00000398598[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000228820,ENST00000228820[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377275,ENST00000377275[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000321196,ENST00000321196[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000313173,ENST00000313173[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366691,ENST00000366691[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372718,ENST00000372718[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000381309,ENST00000381309[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000299977,ENST00000299977[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000286186,ENST00000286186[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341469,ENST00000341469[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000528549,ENST00000528549[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000291439,ENST00000291439[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000659936,ENST00000659936[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000334136,ENST00000334136[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263967,ENST00000263967[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369023,ENST00000369023[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000260324,ENST00000260324[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000581208,ENST00000581208[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000347230,ENST00000347230[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000304056,ENST00000304056[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000650905,ENST00000650905[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000512982,ENST00000512982[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000279249,ENST00000279249[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000628067,ENST00000628067[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361337,ENST00000361337[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000204961,ENST00000204961[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216099,ENST00000216099[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000681986,ENST00000681986[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000314222,ENST00000314222[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366898,ENST00000366898[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000645433,ENST00000645433[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000334351,ENST00000334351[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000393743,ENST00000393743[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370315,ENST00000370315[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000259030,ENST00000259030[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000608909,ENST00000608909[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000266742,ENST00000266742[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369109,ENST00000369109[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453514,ENST00000453514[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000338483,ENST00000338483[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000249887,ENST00000249887[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000403593,ENST00000403593[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000647800,ENST00000647800[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
